volume peso recompensa
13 26 1639
13 3 203
13 29 719
7 10 801
26 29 1233
16 3 279
13 20 1951
16 10 1508
16 22 1579
10 26 1843
22 16 1819
25 28 1909
6 19 1591
22 16 1175
3 3 575
23 29 957
23 16 1936
23 20 1786
23 26 1913
13 16 1894
3 23 697
20 10 1663
13 10 738
13 23 560
3 3 715
23 29 1232
3 20 1434
13 20 1951
7 10 1630
19 3 762
22 28 1717
16 29 1593
7 26 1166
3 13 751
22 16 1598
26 29 1233
29 20 1991
10 19 709
26 6 1627
6 28 1820
29 16 584
6 26 1291
29 22 561
16 13 654
13 23 916
7 7 828
16 10 396
26 22 1165
29 16 1442
16 29 1002
19 22 1440
10 10 1285
22 19 1628
28 6 1208
22 10 1079
23 16 1936
6 6 1058
6 3 1347
6 19 1591
10 13 1315
19 3 784
20 23 1236
26 26 1261
6 6 1445
6 10 713
19 6 1813
26 29 267
6 26 1291
23 13 206
20 16 823
13 26 1639
28 6 707
13 13 1679
19 22 1440
26 16 1303
28 22 1166
23 23 881
23 29 1232
22 19 1628
20 16 1200
16 19 1873
23 16 868
7 7 1524
16 16 527
3 19 1432
29 20 1972
19 13 1537
22 19 470
28 16 327
3 10 1791
10 19 709
10 29 1488
26 19 244
6 16 618
13 10 738
13 16 1838
23 29 1232
22 25 914
29 29 763
19 13 1688
19 22 691
6 22 666
19 19 1956
16 28 1863
25 28 1909
22 19 287
13 3 455
3 23 571
16 16 287
19 16 1351
25 6 653
19 3 1814
29 16 1051
16 29 533
6 28 1820
16 28 1821
13 6 490
29 20 1704
22 22 626
7 16 789
3 19 952
10 26 1843
6 13 1713
19 9 1059
23 16 1936
25 6 653
16 22 491
25 22 1331
16 13 1477
10 7 1801
26 16 403
26 26 1790
9 19 1281
20 16 823
23 13 206
10 3 1641
22 28 1717
19 25 305
3 3 1563
26 19 1397
3 13 751
9 19 775
23 16 1936
13 9 820
6 19 486
13 22 590
16 6 1332
13 3 690
10 23 1205
7 29 743
19 28 486
16 13 671
16 13 654
19 6 1108
26 26 1261
28 25 952
22 19 287
22 3 338
19 19 1437
29 16 584
13 13 1714
7 29 598
13 13 1679
13 29 626
10 6 1765
3 19 901
25 28 221
22 16 982
13 3 690
13 16 1838
25 28 724
22 9 1805
25 16 1200
28 9 1185
7 23 907
6 6 1058
26 7 738
6 6 442
6 29 1800
6 6 442
29 23 1148
19 26 836
3 13 1313
19 6 1813
3 13 1502
23 26 1594
3 13 1210
28 19 828
23 23 881
20 13 1542
3 3 355
29 23 1148
20 10 1663
22 28 347
3 3 575
9 25 849
28 16 827
13 6 490
13 20 1925
16 19 1193
13 3 690
6 6 779
16 10 396
6 6 442
13 3 690
26 6 1156
3 16 1105
19 3 1547
22 9 1805
7 29 743
19 26 836
3 16 501
16 10 396
6 29 1800
28 16 827
26 26 1790
20 16 823
22 19 783
23 16 1936
10 29 1194
19 28 512
7 23 907
3 22 940
16 29 1083
13 6 580
3 13 1889
19 19 873
6 19 1243
6 29 1800
10 10 588
28 25 952
13 23 916
25 22 1331
25 19 1889
6 10 1572
13 10 629
13 26 1253
25 6 216
20 16 823
29 10 1657
26 26 716
6 6 1445
29 19 1268
19 13 1784
3 23 571
7 10 801
13 20 1951
23 26 1520
7 26 1257
16 28 935
16 10 396
26 29 610
3 16 1456
7 23 907
19 26 309
3 3 575
3 13 472
19 25 305
26 26 716
10 3 1641
19 10 1820
25 16 620
19 19 1956
7 20 412
19 3 638
13 6 1987
23 7 983
25 16 620
6 22 562
19 13 1537
6 13 1713
22 16 1175
23 7 936
28 9 1185
19 22 735
7 26 1257
19 22 1260
28 6 1065
9 22 452
22 13 1897
13 6 1062
19 10 1820
3 22 1768
20 20 418
26 26 1790
3 19 1928
9 13 211
6 28 1820
13 25 1467
19 29 1523
6 22 562
23 20 437
26 29 267
16 19 234
26 7 618
25 25 371
7 23 907
22 29 1448
19 6 1813
6 16 618
13 6 490
3 10 984
25 28 724
25 28 521
16 28 875
28 6 1208
26 13 1295
23 26 1594
19 16 1489
7 16 789
7 20 1241
10 13 1315
19 13 1537
10 13 414
16 6 755
10 10 553
19 25 1263
6 19 406
6 10 713
20 23 1325
10 29 1194
25 19 1753
19 16 1489
13 26 1073
10 6 1765
16 13 671
6 26 1291
16 16 527
25 28 724
13 22 590
19 13 1688
6 13 1201
13 20 1925
3 16 1456
28 19 1240
6 19 1185
13 29 719
29 22 561
19 3 762
20 3 1785
29 10 243
26 16 1303
22 19 287
6 19 1243
22 9 1509
26 20 971
23 26 1520
19 29 1523
20 23 1551
16 3 704
10 10 1285
3 7 1565
3 13 633
22 13 1897
13 20 1951
23 29 1232
7 29 598
19 22 1200
22 13 667
26 20 1645
10 13 347
13 9 1857
29 26 719
19 9 1897
6 13 1201
7 7 828
28 19 828
16 16 1633
16 3 227
22 28 347
19 22 691
19 3 522
28 22 1166
29 29 1019
16 23 746
6 10 465
28 19 828
13 3 621
20 13 1054
6 6 631
7 26 634
22 16 1598
22 13 293
19 19 873
19 28 213
22 3 1565
7 7 1524
16 3 262
25 28 521
7 20 1880
19 9 1059
23 23 1366
7 13 898
9 19 1281
9 6 1467
19 19 1990
29 19 1268
16 19 234
13 16 1894
3 13 1889
25 6 216
3 13 685
9 13 1442
6 19 406
19 28 213
13 13 1679
13 6 223
16 16 878
28 16 827
7 10 1630
13 13 1679
23 29 1789
7 13 1210
16 29 1730
19 3 762
25 13 1251
26 16 403
10 10 1285
19 3 1982
25 22 471
13 29 719
19 26 836
10 26 1843
10 29 1488
19 13 884
25 16 1200
3 16 1796
25 6 216
22 22 930
6 22 794
20 7 894
16 16 706
22 19 783
10 6 1747
16 10 396
6 29 1800
3 13 1907
7 20 1241
22 16 1598
13 10 629
19 22 1719
19 13 1688
9 19 1281
6 19 1591
19 26 836
13 6 1699
13 13 1008
20 20 418
16 20 816
19 22 1897
7 7 501
22 16 644
3 16 753
19 25 854
7 20 1241
19 6 324
22 9 1509
28 6 1208
16 10 1309
19 25 1263
3 13 530
7 13 1210
28 19 828
22 22 626
13 9 820
25 6 647
16 10 396
10 16 1202
3 19 1928
7 16 789
16 16 287
6 3 453
3 3 715
29 26 719
20 13 1054
20 23 1236
26 19 244
19 22 1260
3 19 1928
20 13 636
16 13 1477
23 3 1396
13 3 203
29 10 1657
20 7 894
3 13 530
10 10 1285
19 25 305
10 19 1278
29 20 1704
6 10 1572
13 13 967
3 3 1563
26 22 1487
19 6 324
23 20 1536
19 10 1820
26 6 774
10 29 1065
3 20 1645
16 6 755
13 23 1714
7 7 1524
10 13 347
25 28 1521
3 19 1432
16 6 1188
28 25 952
20 13 1054
13 26 1639
6 13 1201
3 13 1306
9 6 748
20 23 204
22 29 1448
23 26 1913
20 23 1325
16 13 654
20 13 1542
7 10 801
29 20 1991
6 13 1201
19 25 1263
19 13 1904
22 16 1598
26 20 1645
13 29 1255
19 6 324
13 6 1987
29 19 1268
3 23 571
25 28 521
20 10 1569
20 10 1569
16 16 527
19 25 844
26 26 1261
22 13 667
10 6 1765
16 13 707
10 16 1202
19 13 1904
6 22 794
20 13 848
19 13 1537
6 6 442
29 26 1724
22 16 1819
10 29 1488
26 26 1790
22 10 1079
3 9 1558
22 10 1848
25 6 647
29 10 483
6 16 618
25 28 221
3 19 952
6 22 562
28 6 1636
7 23 1303
10 13 414
3 3 1563
13 3 690
16 3 1518
7 13 898
25 13 546
6 29 1859
9 25 849
16 29 1739
13 23 560
26 29 1233
13 26 1253
13 25 550
13 6 1699
28 6 1065
13 25 1026
10 10 1285
6 3 453
3 19 1432
10 23 1205
13 6 1062
19 22 1719
19 25 854
7 26 634
16 3 704
25 13 546
19 22 1804
6 3 615
19 22 1200
3 22 940
3 20 1434
16 16 287
6 13 1201
3 19 901
29 16 1442
25 28 1521
13 6 490
23 7 983
7 26 1166
19 19 1990
13 3 621
29 26 1522
25 19 1753
29 20 1991
19 16 1012
29 16 1051
25 16 1200
25 22 580
6 29 834
16 13 707
3 19 1432
13 23 1714
22 16 982
26 22 1348
19 28 512
26 7 738
28 6 1065
16 29 1083
28 22 330
19 6 324
19 13 1875
7 3 1823
22 10 1233
3 13 1889
6 19 1243
13 29 1255
7 26 634
16 10 1081
6 13 1201
16 28 1821
3 3 699
10 10 588
26 22 1487
9 25 849
13 26 1073
13 23 916
6 6 564
19 22 1897
16 16 527
26 22 1065
10 16 1202
28 19 1240
16 20 816
19 9 1897
3 19 1928
6 10 713
16 19 234
9 13 1442
26 29 610
10 3 1886
25 28 1909
22 9 1805
7 3 1607
6 13 1201
6 19 996
26 6 774
13 23 916
10 29 676
13 23 1714
13 29 1255
16 19 1873
25 13 609
22 10 1848
7 23 907
7 16 764
19 13 1688
22 3 1492
25 28 1521
19 13 1040
3 13 1889
13 23 1714
29 16 1369
13 16 1785
20 23 1325
19 26 309
10 6 542
6 13 1201
13 13 1679
9 25 1529
6 19 486
25 6 647
3 3 715
19 13 1537
16 29 1142
22 16 644
29 26 1724
3 13 751
13 3 203
16 29 1593
6 16 1023
23 26 1520
22 10 1848
10 26 1229
22 16 982
23 23 1382
16 20 816
23 20 437
20 26 1863
22 19 602
20 3 1785
3 23 697
6 16 1023
25 19 1889
28 6 707
19 3 784
9 19 1281
19 13 884
28 22 1166
10 3 1641
9 9 1137
23 29 1232
25 28 1521
19 6 217
16 29 533
3 13 1313
10 13 1315
13 25 1026
10 23 1205
19 3 522
26 29 267
9 9 427
6 10 713
19 9 1897
13 20 1951
25 16 620
26 7 738
26 22 1513
13 13 1679
22 19 602
3 13 1502
19 13 1688
19 22 1897
19 9 1897
22 22 626
22 9 1805
3 20 1434
6 19 1591
23 29 1232
19 19 1437
13 23 916
26 26 1261
6 6 1058
25 22 580
16 16 772
26 19 1397
28 22 1166
6 10 1572
25 28 221
19 28 213
22 25 224
10 13 414
29 22 561
22 13 1897
13 6 580
22 19 602
13 10 606
6 10 1572
19 19 1956
7 10 1672
22 19 602
16 6 1332
6 3 453
6 13 1201
13 6 490
7 23 1303
20 23 204
6 6 631
16 29 1883
13 25 550
13 10 606
19 22 1440
13 29 626
3 23 571
9 6 1467
13 16 1785
19 13 1040
20 23 204
19 26 309
19 22 1719
6 13 1201
25 28 221
3 22 940
7 3 1823
3 16 1456
29 22 561
10 13 347
29 13 1014
29 29 969
10 6 542
20 23 204
22 29 1448
13 3 203
16 13 707
22 19 470
7 23 907
19 19 873
13 6 223
20 13 636
22 13 293
28 19 1240
3 13 633
16 3 279
6 6 1058
3 19 952
29 26 719
16 6 1332
29 20 1160
29 20 1972
23 26 1594
19 26 836
6 22 597
6 10 465
20 7 386
3 10 1475
23 13 206
16 29 1739
3 13 1889
22 13 293
19 13 884
29 29 969
16 28 1821
6 19 406
26 16 1296
7 10 1630
3 10 1791
10 23 1205
10 10 588
10 13 347
20 7 386
3 13 1210
3 13 1306
25 28 221
16 13 654
13 29 1255
19 25 854
3 3 715
13 10 1614
25 22 861
22 28 1717
20 3 1785
13 10 629
25 28 221
22 13 709
16 26 1789
29 22 561
19 9 1897
29 16 1051
3 16 1391
19 25 305
22 6 683
6 6 564
22 13 709
3 13 751
13 6 1062
20 20 418
16 26 1789
6 6 631
22 3 480
26 26 1261
7 10 801
26 6 1627
16 6 1332
29 20 1160
22 16 1175
29 26 1724
19 6 1813
26 20 971
7 20 1577
26 10 574
16 3 262
29 16 1442
16 3 704
16 22 491
19 16 1351
25 19 1753
23 23 1366
16 10 396
13 23 916
19 28 512
19 13 1784
16 6 1188
7 26 634
13 22 590
13 3 466
16 16 287
13 13 1714
25 16 1200
23 16 868
19 22 1440
20 20 418
16 20 816
6 6 631
13 6 223
6 19 486
16 28 1821
19 9 1059
3 22 1662
10 6 1765
19 3 1982
3 10 984
23 23 1382
3 20 1263
3 16 1105
16 10 1508
26 16 1303
3 20 1434
26 22 1487
20 7 894
20 23 1551
7 29 598
20 13 1054
20 26 1863
19 3 1982
6 19 996
25 13 546
26 26 496
13 16 1838
16 28 1863
3 13 1306
16 29 1730
3 3 715
6 28 1820
3 23 697
28 16 827
10 16 1202
10 6 1747
20 7 386
13 25 1467
19 16 1351
13 3 795
22 16 1598
13 13 1679
6 22 597
16 6 1332
16 23 746
6 10 1572
26 10 574
26 22 1348
29 10 1463
19 13 1688
3 20 1263
23 29 1789
3 22 940
10 10 588
25 19 1753
16 6 1332
28 6 1636
23 16 1918
13 9 820
9 16 814
16 16 878
19 22 1804
22 6 683
16 28 1863
3 3 715
10 6 1747
7 23 1303
7 20 412
3 3 699
16 10 1508
20 16 851
28 6 707
3 22 940
13 26 1253
28 6 1636
25 22 471
25 28 1521
19 3 638
25 28 1909
13 26 1639
7 13 734
13 3 203
26 6 1627
22 16 1819
19 16 1351
26 29 267
3 16 1796
6 6 1058
10 29 1065
19 25 854
26 26 1261
10 10 588
6 6 779
7 26 1166
22 19 1628
3 22 1768
22 13 293
26 20 971
28 16 827
3 9 1558
16 22 1579
28 25 952
6 19 996
26 22 1165
16 16 1633
29 22 561
13 26 396
16 20 816
6 13 1201
9 25 849
25 13 1251
3 16 1456
10 3 1641
22 22 318
3 16 1456
28 9 1185
13 10 483
16 3 227
13 6 1699
20 23 204
22 10 1233
19 13 1784
13 3 621
22 10 1233
6 6 1445
22 3 480
13 29 719
6 10 465
26 16 1296
9 25 1529
22 3 1565
28 16 827
19 3 522
22 28 1717
3 13 530
3 13 1502
16 6 1188
13 13 1714
19 13 1784
16 3 1518
7 10 1672
16 16 772
13 16 1838
10 10 1856
10 6 1765
23 16 1918
10 13 1315
3 10 579
26 29 267
3 20 1263
3 9 1558
6 19 486
16 10 396
6 3 615
22 13 667
25 22 861
19 25 1263
29 26 1724
7 20 1880
19 3 638
20 16 1200
19 22 1804
16 3 477
3 13 1889
22 9 1509
13 6 223
28 19 828
25 13 546
16 13 707
29 26 719
9 22 909
3 13 355
16 29 1083
19 22 1260
19 3 1547
7 7 1524
20 13 636
10 10 1856
7 10 801
22 19 602
16 29 1730
19 3 522
16 28 875
13 10 738
29 16 1051
19 29 1523
3 10 579
6 6 1445
16 29 1739
19 6 1204
16 16 772
10 16 1202
28 19 1240
9 25 849
22 19 602
7 10 801
9 9 427
6 3 1176
6 28 1820
13 16 1838
28 6 1208
22 25 914
10 26 410
22 10 1848
16 29 1083
7 16 764
7 3 1823
22 22 930
23 7 936
23 23 881
16 16 287
22 3 480
26 29 267
19 13 1784
29 10 483
16 26 1789
13 26 1253
19 13 1875
29 20 1160
25 22 861
22 19 602
13 13 1714
19 22 1804
29 20 1972
6 29 834
25 28 724
19 19 1437
6 3 1347
10 29 1065
16 29 1142
22 10 1233
7 7 501
19 22 1804
13 9 820
6 3 1176
6 3 615
13 3 466
13 10 629
20 23 1551
7 29 598
22 25 914
19 10 1820
3 16 1105
6 22 794
22 13 293
20 26 1863
19 19 873
13 6 490
16 16 772
26 29 267
25 13 546
22 25 914
29 20 1972
26 13 1295
16 29 1083
16 16 287
3 23 697
9 25 849
22 28 347
16 28 1821
26 26 496
9 16 814
26 13 1295
29 16 1442
23 20 437
10 13 414
26 22 1628
6 10 1572
19 16 1351
26 22 1165
29 16 584
29 20 1704
16 22 491
29 10 1657
20 23 1325
16 19 1193
22 22 318
6 6 1921
13 3 795
9 9 427
7 26 1257
26 16 1303
16 19 1873
7 10 1672
13 6 1062
28 22 1166
19 3 762
6 3 453
22 16 982
22 3 1492
19 3 784
20 23 204
19 3 1982
6 13 1201
13 13 1710
13 9 820
10 23 1205
13 6 223
3 9 1558
3 3 355
3 19 1432
22 19 470
13 29 719
10 29 1194
26 26 1170
3 19 901
6 28 1820
20 7 386
9 13 1442
3 16 753
22 25 1227
25 22 861
19 22 1804
22 16 1598
6 22 562
20 10 1663
26 7 738
19 10 1820
16 6 1332
13 6 223
6 3 1347
26 16 403
29 16 1442
16 29 1593
28 22 1166
19 3 1547
13 13 967
13 13 967
22 16 1175
26 26 1790
10 23 1205
13 26 1253
20 13 1054
25 22 471
6 22 597
10 13 347
20 23 1325
16 16 772
25 6 216
10 29 676
13 6 1987
19 3 638
16 3 704
9 13 211
26 26 1261
19 22 691
22 13 1897
22 25 1227
29 23 1148
19 28 486
19 3 1547
16 6 1907
19 25 844
13 29 719
29 10 1657
16 3 836
25 28 724
22 16 1175
16 29 1694
10 26 1229
13 10 606
3 9 1558
19 19 873
13 26 1073
25 28 221
16 19 1873
29 26 719
26 22 1628
13 29 1255
10 6 1747
23 16 1918
26 26 1170
7 23 907
10 26 1843
26 29 267
7 7 1524
3 13 685
6 16 647
19 13 1784
6 3 1347
19 19 1437
6 22 794
13 25 550
23 7 936
10 6 1765
29 26 719
3 16 1456
28 6 707
3 3 715
19 6 1108
6 16 1023
23 7 936
16 13 1477
10 13 1315
13 6 223
7 10 1672
16 29 1883
19 25 854
6 28 1820
16 16 878
29 26 1522
19 22 1200
7 13 898
3 13 1313
13 3 795
19 3 1982
6 6 442
13 23 560
25 13 546
13 25 550
3 13 355
16 16 1633
25 13 609
26 6 1156
16 20 816
16 19 1873
16 19 234
3 23 571
29 26 1522
13 3 690
19 25 844
16 16 878
29 16 1442
23 16 1936
10 29 1065
22 28 1717
22 16 1819
10 29 1065
3 13 355
26 6 774
28 19 1240
22 10 1079
25 22 861
10 10 588
16 3 1518
10 23 1205
13 26 1073
19 3 1814
19 16 1319
10 22 1694
22 3 1565
9 25 849
3 13 1313
16 3 477
22 22 265
16 6 1332
3 13 1907
6 3 453
19 26 836
19 13 884
25 22 471
3 3 699
3 16 1456
20 23 1236
25 22 580
13 13 1714
13 16 1785
10 23 1205
19 25 1263
22 22 318
19 13 1904
6 28 1820
26 13 1295
6 3 1347
25 22 471
10 10 588
16 16 1633
28 9 1185
10 3 1641
3 13 1306
26 29 267
13 25 1026
26 29 267
19 19 1437
22 25 1227
20 3 1785
16 23 746
23 20 437
6 3 1176
10 6 1765
13 3 203
13 23 560
16 10 1309
13 10 606
16 6 1332
19 13 1904
3 16 1456
16 3 1518
7 29 598
3 10 984
13 10 1614
19 6 217
19 19 1437
3 20 1645
19 6 1204
7 10 801
7 7 501
9 22 909
16 16 1633
19 13 1904
3 13 355
19 19 1437
29 16 1442
20 23 1325
13 13 1679
22 10 1848
19 19 873
10 10 1856
19 6 217
16 3 704
22 9 1805
9 6 748
3 10 1791
22 16 1598
10 10 1285
3 23 697
19 3 1547
10 13 419
20 13 636
16 28 1863
19 9 1897
3 3 699
3 13 530
22 16 982
13 25 1467
3 13 472
16 16 878
9 9 427
29 10 243
13 16 1785
13 6 1475
20 7 386
25 28 1909
22 16 982
10 19 709
7 26 634
19 6 1204
20 7 386
25 28 724
3 19 952
26 22 1165
13 16 1894
6 6 1921
16 10 1309
16 10 1081
19 28 486
26 22 1628
19 25 854
28 6 1208
26 13 1295
3 13 1313
6 6 1921
23 20 1536
9 19 775
19 22 1200
3 3 1563
3 13 1502
23 23 881
16 6 755
19 25 844
22 16 1598
6 16 647
22 19 287
13 13 1710
6 13 1713
9 13 211
23 16 1918
26 16 1303
26 19 1397
20 20 418
16 10 1081
6 10 713
19 13 1875
6 3 1176
13 6 1475
3 16 1391
16 20 816
16 6 755
16 13 1477
13 25 1026
3 13 1210
7 7 1524
20 23 1325
3 13 1306
3 19 1928
16 29 1883
19 16 1489
29 26 1522
16 3 477
7 3 1607
6 3 1176
22 22 265
23 7 936
26 26 1261
16 13 654
3 13 1502
29 19 1268
19 3 1814
22 16 1175
16 13 1477
25 22 1331
6 6 442
25 28 221
16 10 396
6 10 1572
3 19 901
19 6 324
6 16 647
19 13 884
10 16 1202
10 3 1886
22 13 709
22 22 265
3 13 1306
6 22 666
7 13 1210
3 13 472
13 3 690
22 16 644
7 26 1166
16 28 1821
26 20 1645
16 13 707
13 22 590
26 6 1627
25 13 609
7 10 1672
13 6 490
26 19 244
13 13 1714
25 13 1251
16 10 1508
3 16 1391
20 23 204
6 6 1921
3 20 1263
29 29 1019
13 13 1714
23 20 437
7 7 828
13 20 1951
16 6 1188
25 16 1200
6 3 1176
19 25 844
22 10 1848
29 26 719
10 13 414
22 22 930
16 28 935
10 3 547
26 22 1513
19 22 1804
19 22 1897
3 3 1563
13 16 1894
22 3 1492
10 29 676
19 26 309
29 19 1268
16 6 1332
28 25 952
29 26 719
22 28 1717
7 16 764
9 25 849
29 19 1268
28 16 827
13 13 1710
3 20 1263
23 26 1594
29 10 1657
22 19 602
9 25 849
16 6 1188
7 23 907
19 3 522
26 7 738
6 6 1921
9 6 1467
9 22 909
3 10 1475
22 13 667
9 19 775
13 3 455
13 13 1710
6 3 1347
25 28 1521
10 10 1856
7 13 1210
3 20 1434
25 13 546
10 10 1856
19 6 324
10 13 419
22 16 1819
10 26 1843
22 19 287
13 26 1073
22 25 1227
16 26 1789
29 26 719
23 26 1594
16 16 878
16 22 1579
3 13 1889
7 10 801
23 20 437
23 23 1366
29 23 1148
20 20 418
16 3 262
7 7 828
13 10 629
29 26 719
10 23 1205
16 16 772
3 13 1313
26 16 403
19 22 691
9 22 909
6 16 618
26 7 618
16 23 746
22 29 1448
6 19 406
9 6 1467
16 3 227
23 7 936
26 26 496
28 22 330
26 10 574
3 22 1768
20 3 1785
29 19 1268
19 25 854
6 19 996
23 13 206
19 22 1804
16 29 1083
19 25 1263
19 25 844
3 13 1306
3 23 1410
13 25 550
3 10 984
3 23 571
19 16 1012
29 16 1442
6 10 713
3 3 1563
16 3 279
25 6 647
19 3 1814
28 25 952
6 6 442
9 13 211
16 29 1739
6 3 1176
3 13 1306
3 22 940
13 6 1987
10 13 414
19 22 1260
6 29 1800
3 10 1475
20 26 1863
13 16 1894
7 23 1303
22 3 1492
6 29 1859
7 20 1241
6 13 1713
22 22 626
6 29 1859
3 23 571
6 6 1058
23 13 206
6 19 406
20 16 851
16 6 1332
3 13 1907
13 6 1475
6 29 1800
19 13 1904
26 22 1165
3 23 697
6 6 1058
16 6 755
6 28 1820
6 10 713
13 29 719
28 16 827
13 22 590
6 22 562
19 22 1260
26 6 774
7 20 412
22 28 1717
3 16 1105
19 19 873
13 6 580
16 16 772
16 29 1593
22 6 683
23 16 1918
16 28 935
26 19 244
23 7 983
7 7 501
9 22 452
10 13 347
26 16 1303
9 19 775
3 13 1502
23 20 1786
7 20 1577
19 6 1108
29 20 1972
10 22 1694
23 29 957
10 13 419
7 16 789
13 9 820
7 7 1524
19 22 1719
22 19 1628
19 13 884
29 26 1522
6 6 631
19 22 1260
16 22 491
16 16 527
23 16 868
22 3 338
16 3 477
22 13 226
19 10 1820
25 13 546
19 6 1108
16 22 1579
25 13 1251
13 26 396
23 13 206
16 3 1518
10 29 676
16 10 1309
13 3 690
23 13 206
23 16 1918
26 20 1645
6 13 1201
13 29 719
25 13 1251
13 23 1714
9 6 1467
25 13 609
29 23 1148
10 3 1886
6 6 1921
19 26 309
10 29 1065
6 16 618
3 22 1662
22 3 480
19 22 691
10 26 1843
16 22 491
13 3 455
22 19 1628
16 16 878
26 16 1296
6 22 562
16 6 1188
19 22 735
3 23 571
26 26 1261
28 19 1240
19 3 522
9 13 1442
16 3 836
23 3 1396
19 16 1489
13 25 550
16 16 1633
13 25 1026
7 10 1630
29 10 243
13 13 1714
20 23 1551
25 28 521
25 22 861
16 3 477
16 16 287
7 26 1257
7 16 789
29 29 969
19 13 1040
9 19 775
28 6 707
10 10 588
25 16 620
13 29 719
16 10 396
7 7 828
19 19 1437
25 22 861
16 3 1518
13 10 629
13 10 629
13 3 699
19 22 1260
29 29 763
9 9 1137
10 29 1194
16 10 1508
29 19 1268
19 25 305
19 3 638
25 28 724
23 23 1382
26 22 1348
19 26 836
19 3 762
22 22 626
6 22 597
13 25 1467
29 29 763
13 13 1679
10 10 553
22 16 1175
13 6 1987
3 23 697
3 13 1210
10 3 547
3 20 1645
22 16 1175
26 26 1790
10 26 410
13 3 455
22 3 480
23 26 1520
13 26 1073
13 6 1062
16 29 1593
9 13 211
29 10 483
13 29 719
10 26 1843
22 3 338
25 6 647
3 13 1306
16 29 1083
16 10 1081
22 19 783
13 13 1714
25 22 580
26 20 971
6 22 562
23 23 1382
20 20 418
19 19 1956
3 13 1306
22 19 783
29 20 1991
19 6 1813
22 13 1897
13 3 621
3 9 1558
10 10 1285
16 28 875
26 19 244
7 29 598
10 29 1194
29 16 1051
19 3 784
29 29 1019
25 28 521
3 3 575
16 3 227
19 22 1440
22 25 914
19 19 873
22 6 683
3 3 715
16 13 1718
20 23 1236
13 3 690
7 29 743
6 28 1820
9 13 211
22 16 1819
22 25 224
16 29 1083
10 13 419
3 22 940
16 3 227
19 13 884
23 7 936
29 20 1991
13 25 1467
19 6 324
28 6 1208
10 22 1694
20 23 1551
16 13 1477
19 6 324
13 20 1925
10 3 1641
6 22 562
26 19 244
29 10 1657
28 19 1240
25 19 1889
7 16 764
13 3 455
28 22 1166
16 29 1083
9 25 1529
3 7 1565
19 13 1904
19 13 1537
10 6 1747
6 3 615
22 29 1448
16 3 227
6 6 1058
3 16 1391
29 10 1657
3 16 220
26 26 1170
20 13 1542
26 20 1645
22 19 602
3 19 952
10 29 1488
16 28 935
20 26 1863
7 26 1257
28 6 1636
22 16 644
16 16 1633
23 20 1536
7 7 501
13 22 590
3 13 685
3 13 751
13 3 699
7 20 1577
13 13 1679
6 3 1176
7 7 828
25 28 221
29 20 1991
20 3 1785
22 19 783
26 20 971
6 26 1143
23 16 1936
29 10 243
29 16 1369
25 28 221
29 22 561
13 10 606
7 29 743
20 23 204
20 23 1236
16 29 1083
16 19 234
25 22 861
29 26 1522
3 13 633
3 16 1391
23 23 881
13 10 629
3 10 579
7 7 828
16 20 816
19 22 1719
3 13 530
13 3 466
6 10 1572
10 22 1694
25 22 861
6 26 1143
13 13 967
9 22 452
23 26 1520
29 16 1442
3 16 1796
3 16 220
6 3 453
23 29 1789
19 13 1040
7 16 789
13 16 1894
26 22 1165
16 28 935
29 29 1019
6 29 834
19 13 1537
9 22 909
6 16 647
3 20 1263
25 28 1521
28 25 952
10 19 1278
16 3 477
29 20 1160
22 19 470
19 13 1784
16 20 816
7 20 1577
6 3 615
22 13 709
25 16 1200
19 13 1904
9 6 748
10 10 1285
6 28 1820
29 10 483
26 20 971
22 25 1227
23 23 1382
26 6 1627
3 16 1456
22 25 1227
9 9 427
13 25 550
22 16 644
16 23 746
6 10 465
19 19 1956
3 3 355
13 6 1475
19 6 1813
20 3 1785
19 13 884
6 16 1023
29 16 584
13 29 626
16 28 875
13 10 1614
29 29 1019
13 25 550
16 3 836
9 6 1467
26 7 738
25 28 1909
16 19 1873
10 26 1229
23 23 1382
9 6 1467
6 3 1347
23 7 936
19 6 217
19 3 762
19 6 1108
22 16 1598
19 26 309
16 28 935
26 22 1065
3 16 753
3 10 984
16 6 1188
16 16 1633
22 22 930
13 13 1710
9 13 1442
6 6 631
16 28 1821
26 20 971
9 19 775
3 9 1558
3 13 633
6 16 1023
3 3 1563
20 23 204
22 13 667
7 7 828
22 19 783
20 13 1542
3 13 1210
3 16 220
3 13 530
10 13 419
16 13 671
16 16 1633
22 13 667
29 20 1972
13 23 560
19 25 854
6 29 834
22 29 1448
19 22 1804
7 10 1672
13 23 560
10 26 410
3 10 1791
23 20 437
7 20 1577
22 3 480
13 13 967
7 13 734
13 3 203
13 13 1714
3 22 1662
9 13 1442
10 23 1205
19 13 1688
16 3 477
3 16 1105
29 13 1014
9 19 775
22 9 1509
22 3 1492
29 26 1724
29 29 763
16 3 279
16 10 1508
23 29 1232
7 29 743
26 6 1627
29 20 1991
3 13 530
23 29 1789
13 26 1073
29 20 1160
26 26 716
10 6 1765
3 13 1502
6 6 1058
10 3 1886
7 23 1303
16 29 1593
23 29 1232
20 16 1200
22 19 783
29 20 1991
13 13 1710
22 13 1897
10 26 1843
3 3 699
10 6 1747
7 13 1210
6 19 996
13 6 580
3 13 1907
6 3 1176
6 6 1921
